ID,statement,conditions,law,classification
A149,"7. 02 Distributions by Representation. In every case in which any interest is given to the issue of a person, distributions shall be made by representation. Whenever a distribution to issue is to be made by representation, the distributable assets shall be divided into as many shares as there are, at the time of my death, living issue in the nearest degree of kinship and then deceased issue in the same degree who left issue who are then living, each then living issue in the nearest degree receiving one share and the share of each then deceased issue in the same degree being divided among his issue in the same manner.",One of the living issues have participated in the wilful and unlawful killing of the testator.,"15-2-803.  EFFECT OF HOMICIDE ON DISTRIBUTION AT DEATH. (a) (1) ""Slayer"" shall mean any person who participates, either as principal or as an accessory before the fact, in the wilful and unlawful killing of any other person.
(2)  ""Decedent"" shall mean any person whose life is so taken.
(3)  ""Property"" shall include any real and personal property and any right or interest therein.
(b)  No slayer shall in any way acquire any property or receive any benefit as a result of the death of the decedent, but such property shall pass as provided in the sections following.
(c)  The slayer shall be deemed to have predeceased the decedent as to property which would have passed from the decedent or his estate to the slayer under the statutes of descent and distribution or have been acquired by statutory right as surviving spouse or under any agreement made with the decedent.
(d)  Property which would have passed to or for the benefit of the slayer by devise or legacy from the decedent shall be distributed as if he had predeceased the decedent.
(e)  Any community property which would have passed to or for the benefit of the slayer by devise, legacy or intestate succession from the decedent shall be distributed as if he had predeceased the decedent.
(f)  Property in which the slayer holds a reversion of vested remainder and would have obtained the right of present possession upon the death of the decedent shall pass to the estate of the decedent during the period of the life expectancy of decedent; if he held the particular estate or if the particular estate is held by a third person it shall remain in his hands for such period.
(g)  Any interest in property whether vested or not, held by the slayer, subject to be divested, diminished in any way or extinguished, if the decedent survives him or lives to a certain age, shall be held by the slayer during his lifetime or until the decedent would have reached such age, but shall then pass as if the decedent had died immediately thereafter.
(h)  As to any contingent remainder or executory or other future interest held by the slayer, subject to become vested in him or increased in any way for him upon the condition of the death of the decedent:
(1)  If the interest would not have become vested or increased if he had predeceased the decedent, he shall be deemed to have so predeceased the decedent.
(2)  In any case the interest shall not be vested or increased during period of the life expectancy of the decedent.
(i) (1)  Property appointed by the will of the decedent to or for the benefit of the slayer shall be distributed as if the slayer had predeceased the decedent.
(2)  Property held either presently or in remainder by the slayer, subject to be divested by the exercise by the decedent of a power of revocation or a general power of appointment shall pass to the estate of the decedent, and property so held by the slayer, subject to be divested by the exercise by the decedent of a power of appointment to a particular person or persons or to a class of persons, shall pass to such person or persons, or in equal shares to the members of such class of persons, exclusive of the slayer.
(j) (1)  Insurance proceeds payable to the slayer as the beneficiary or assignee of any policy or certificate of insurance on the life of the decedent, or as the survivor of a joint life policy, shall be paid instead to the estate of the decedent, unless the policy or certificate designate some person other than the slayer or his estate as secondary beneficiary to him and in which case such proceeds shall be paid to such secondary beneficiary in accordance with the applicable terms of the policy.
(2)  If the decedent is beneficiary or assignee of any policy or certificate of insurance on the life of the slayer, the proceeds shall be paid to the estate of the decedent upon the death of the slayer, unless the policy names some person other than the slayer or his estate as secondary beneficiary, or unless the slayer by naming a new beneficiary or assigning the policy performs an act which would have deprived the decedent of his interest in the policy if he had been living.
(k)  Any insurance company making payment according to the terms of its policy or any bank or other person performing an obligation for the slayer as one of several joint obligees shall not be subjected to additional liability by the terms of this Part if such payment or performance is made without written notice, at its home office or at an individual’s home or business address, of the killing by a slayer.
(l)  The provisions of this Part shall not affect the rights of any person who, before the interests of the slayer have been adjudicated, purchases or has agreed to purchase, from the slayer for value and without notice, property which the slayer would have acquired except for the terms of this Part, but all proceeds received by the slayer from such sale shall be held by him in trust for the persons entitled to the property under the provisions of this Part, and the slayer shall also be liable both for any portion of such proceeds which he may have dissipated and for any difference between the actual value of the property and the amount of such proceeds.
(m)  The record of his conviction of having participated in the wilful and unlawful killing of the decedent shall be admissible in evidence against a claimant of property in any civil action arising under this Part.
(n)  This section shall not be considered penal in nature, but shall be construed broadly in order to effect the policy of this state that no person shall be allowed to profit by his own wrong, wherever committed.",0
A149,"7. 02 Distributions by Representation. In every case in which any interest is given to the issue of a person, distributions shall be made by representation. Whenever a distribution to issue is to be made by representation, the distributable assets shall be divided into as many shares as there are, at the time of my death, living issue in the nearest degree of kinship and then deceased issue in the same degree who left issue who are then living, each then living issue in the nearest degree receiving one share and the share of each then deceased issue in the same degree being divided among his issue in the same manner.",No living issues have participated in the wilful and unlawful killing of the testator.,"8-601.  GROUNDS FOR APPOINTMENT. A receiver may be appointed by the court in which an action is pending or has passed to judgment, or by the judge thereof:
1.  In an action by a vendor to vacate a fraudulent purchase of property, or by a creditor to subject any property or fund to his claim, or between partners or others jointly owning or jointly interested in any property or fund, on the application of the plaintiff or of any party whose right to, or interest in, the property, or fund, or the proceeds thereof, is probable, and where it is shown that the property or fund is in danger of being lost, removed or materially injured.
2.  In an action by a mortgagee for the foreclosure of his mortgage and sale of the mortgaged property, where it appears that the mortgaged property is in danger of being lost, removed or materially injured, or that the condition of the mortgage has not been performed, and that the property is probably insufficient to discharge the mortgage debt.
3.  After judgment to carry the judgment into effect.
4.  After judgment to dispose of the property according to the judgment, or to preserve it during the pendency of an appeal, or in proceedings in aid of execution, when an execution has been returned unsatisfied, or when the judgment debtor refuses to apply his property in satisfaction of the judgment.
5.  In the case where a corporation has been dissolved, or is insolvent, or in imminent danger of insolvency, or has forfeited its corporate rights.
5-A.  A receiver for an irrigation district may be appointed in an action brought by bondholders or other creditors, water users, and/or land owners of such irrigation district, where it is made to appear to the satisfaction of the court that such irrigation district has failed to elect its officers, or such officers have failed to qualify or are not acting, or such district has ceased to function, or has been abandoned, or is insolvent, or is in imminent danger of insolvency, or is being grossly mismanaged, or has been or ought to be dissolved, and there are rights or properties of such irrigation district which are threatened to become lost or dissipated, that should be preserved for the benefit of its creditors or other parties of interest in such irrigation district.
6.  In all other cases where receivers have heretofore been appointed by the usages of courts of equity.",2
A149,"7. 02 Distributions by Representation. In every case in which any interest is given to the issue of a person, distributions shall be made by representation. Whenever a distribution to issue is to be made by representation, the distributable assets shall be divided into as many shares as there are, at the time of my death, living issue in the nearest degree of kinship and then deceased issue in the same degree who left issue who are then living, each then living issue in the nearest degree receiving one share and the share of each then deceased issue in the same degree being divided among his issue in the same manner.",One of the living issues have participated in the wilful and unlawful killing of the testator.,"42-5218A.  WHEN ELECTION NOT REQUIRED. In any election for directors if, after the expiration of the date for filing written nominations for the office of director, it appears that only one (1) qualified candidate has been nominated thereby for each position to be filled, it shall not be necessary to hold an election, and the board of directors shall, within five (5) days after expiration of the date for filing written nominations, declare such candidate elected as director. The procedure set forth in this section shall not apply to any other district election.",2
A149,"7. 02 Distributions by Representation. In every case in which any interest is given to the issue of a person, distributions shall be made by representation. Whenever a distribution to issue is to be made by representation, the distributable assets shall be divided into as many shares as there are, at the time of my death, living issue in the nearest degree of kinship and then deceased issue in the same degree who left issue who are then living, each then living issue in the nearest degree receiving one share and the share of each then deceased issue in the same degree being divided among his issue in the same manner.",One of the living issues have participated in the wilful and unlawful killing of the testator.,45-206.  UNIFORMITY OF APPLICATION AND CONSTRUCTION. This chapter shall be applied and construed to effectuate its general purpose to make uniform the law with respect to the subject of this chapter among states enacting it.,2
A189,It is my intention to dispose of all of my separate and community property by this Will.,"This will does not breach the rights to homestead allowance, exempt property, to renunciation to rights of creditors, elective share of the surviving spouse and to administration.","15-3-101.  DEVOLUTION OF ESTATE AT DEATH — RESTRICTIONS. The power of a person to leave property by will, and the rights of creditors, devisees, and heirs to his property are subject to the restrictions and limitations contained in this code to facilitate the prompt settlement of estates. Upon the death of a person, his separate property devolves to the persons to whom it is devised by his last will, or to those indicated as substitutes for them in cases involving lapse, renunciation or other circumstances affecting the devolution of testate estates, or in the absence of testamentary disposition to his heirs, or to those indicated as substitutes for them in cases involving renunciation or other circumstances affecting the devolution of intestate estates, and upon the death of a husband or wife, the decedent’s share of their community property devolves to the persons to whom it is devised by his last will, or in the absence of testamentary disposition, to the surviving spouse, but all of their community property which is under the management and control of the decedent is subject to his debts and administration, and that portion of their community property which is not under the management and control of the decedent but which is necessary to carry out the provisions of his will is subject to administration; but the devolution of all the above described property is subject to rights to homestead allowance, exempt property, to renunciation to rights of creditors, elective share of the surviving spouse and to administration.",1
A189,It is my intention to dispose of all of my separate and community property by this Will.,"This will breach the rights to homestead allowance, exempt property, to renunciation to rights of creditors, elective share of the surviving spouse and to administration.","15-3-101.  DEVOLUTION OF ESTATE AT DEATH — RESTRICTIONS. The power of a person to leave property by will, and the rights of creditors, devisees, and heirs to his property are subject to the restrictions and limitations contained in this code to facilitate the prompt settlement of estates. Upon the death of a person, his separate property devolves to the persons to whom it is devised by his last will, or to those indicated as substitutes for them in cases involving lapse, renunciation or other circumstances affecting the devolution of testate estates, or in the absence of testamentary disposition to his heirs, or to those indicated as substitutes for them in cases involving renunciation or other circumstances affecting the devolution of intestate estates, and upon the death of a husband or wife, the decedent’s share of their community property devolves to the persons to whom it is devised by his last will, or in the absence of testamentary disposition, to the surviving spouse, but all of their community property which is under the management and control of the decedent is subject to his debts and administration, and that portion of their community property which is not under the management and control of the decedent but which is necessary to carry out the provisions of his will is subject to administration; but the devolution of all the above described property is subject to rights to homestead allowance, exempt property, to renunciation to rights of creditors, elective share of the surviving spouse and to administration.",0
A189,It is my intention to dispose of all of my separate and community property by this Will.,"This will does not breach the rights to homestead allowance, exempt property, to renunciation to rights of creditors, elective share of the surviving spouse and to administration.","9-1702.  PROOF OF PRESCRIPTION DRUG STATUS. Proof that a drug is a prescription or legend drug may be made as provided by section 54-1738, Idaho Code.",2
A189,It is my intention to dispose of all of my separate and community property by this Will.,"This will breach the rights to homestead allowance, exempt property, to renunciation to rights of creditors, elective share of the surviving spouse and to administration.","23-1307A.  WINE BY THE DRINK ESTABLISHMENT NOT ALLOWED NEAR CHURCHES OR SCHOOLS — EXCEPTIONS. No wine by the drink license shall be issued for any place, where wine is sold or dispensed to be consumed on the premises, whether conducted for pleasure or profit, that is within three hundred (300) feet of any public school, church, or any other place of worship measured in a straight line to the nearest entrance to the licensed premises, except (that) with the approval of the governing body of the municipality; provided that this limitation shall not apply to any duly licensed premises that at the time of licensing did not come within the restricted area, but subsequent to licensing came therein.",2
A189,It is my intention to dispose of all of my separate and community property by this Will.,"This will does not breach the rights to homestead allowance, exempt property, to renunciation to rights of creditors, elective share of the surviving spouse and to administration.","69-504.  LICENSE ISSUANCE — RENEWAL — EXPIRATION. (1) The department shall issue a license when the applicant has filed the application and complied with the terms and conditions of the provisions of this chapter and the rules of the department. The license shall expire on December 31 of each year.
(2)  A commodity dealer’s license may be renewed annually by submitting all necessary licensing materials required by the provisions of this chapter. This material shall be received by the department before December 31 of each year.
(3)  A commodity dealer’s license which has expired may be reinstated by the department upon receipt of all necessary licensing materials required by the provisions of this chapter and a reinstatement fee in the amount of five hundred dollars ($500); providing, that this material is filed within thirty (30) days from the date of expiration of the commodity dealer’s license. At the end of the thirty (30) day reinstatement period, a commodity dealer’s license shall terminate. All license applications received after the thirty (30) day reinstatement period shall be considered original applications and, after the five hundred dollar ($500) reinstatement fee has been remitted to the department, license fees shall be assessed according to section 69-508(1), Idaho Code.
(4)  A license may terminate upon request of the licensee unless a complaint has been filed against the licensee alleging a violation of any provision of this chapter. A commodity dealer’s license is not transferable between legal entities.
(5)  If an applicant has had a license revoked under the provisions of chapter 2 or 5, title 69, Idaho Code, or the United States warehouse act within the past three (3) years or been convicted of a violation of the provisions of chapter 2 or 5, title 69, Idaho Code, or the United States warehouse act within the past three (3) years, the department may deny a commodity dealer’s license to the applicant.
(6)  Any partnership with a partner or any corporation, limited liability company or any association which has an officer, director or majority stockholder owning at least ten percent (10%) of issued stock who has had a license revoked under the provisions of chapter 2 or 5, title 69, Idaho Code, or the United States warehouse act within the previous three (3) years or has been convicted of a felony involving violations of the provisions of chapter 2 or 5, title 69, Idaho Code, or the United States warehouse act, may be denied a commodity dealer’s license by the department.",2
A200,"The Trustee shall have all of the powers of a Trustee under the Uniform Trustee's Powers Act of the State of Idaho including any amendments thereto, and all principal and interest shall be accounted for according to the Uniform Principal and Income Act of the State of Idaho.",[No condition],"68-105.  POWERS OF TRUSTEE CONFERRED BY TRUST OR BY LAW. (a) The trustee has all powers conferred upon him by the provisions of this act unless limited in the trust instrument.
(b)  An instrument which is not a trust under section 68-104 (1)[, Idaho Code,] may incorporate any part of this act by reference.
68-10-103.  FIDUCIARY DUTIES — GENERAL PRINCIPLES. (a) In allocating receipts and disbursements to or between principal and income, and with respect to any matter within the scope of parts 2 and 3 of this chapter, a fiduciary:
(1)  Shall administer a trust or estate in accordance with the terms of the trust or the will, even if there is a different provision in this chapter;
(2)  May administer a trust or estate by the exercise of a discretionary power of administration given to the fiduciary by the terms of the trust or the will, even if the exercise of the power produces a result different from a result required or permitted by this chapter, and no inference that the fiduciary has improperly exercised the discretion arises from the fact that the fiduciary has made an allocation contrary to a provision of this chapter;
(3)  Shall administer a trust or estate in accordance with this chapter if the terms of the trust or the will do not contain a different provision or do not give the fiduciary a discretionary power of administration; and
(4)  Shall add a receipt or charge a disbursement to principal to the extent that the terms of the trust and this chapter do not provide a rule for allocating the receipt or disbursement to or between principal and income.
(b)  In exercising the power to adjust under section 68-10-104(a), Idaho Code, or a discretionary power of administration regarding a matter within the scope of this chapter, whether granted by the terms of a trust, a will, or this chapter, a fiduciary shall administer a trust or estate impartially, based on what is fair and reasonable to all of the beneficiaries, except to the extent that the terms of the trust or the will clearly manifest an intention that the fiduciary shall or may favor one (1) or more of the beneficiaries. A determination in accordance with this chapter is presumed to be fair and reasonable to all of the beneficiaries.",1
A200,"The Trustee shall have all of the powers of a Trustee under the Uniform Trustee's Powers Act of the State of Idaho including any amendments thereto, and all principal and interest shall be accounted for according to the Uniform Principal and Income Act of the State of Idaho.",[No condition],"52-107.  PRIVATE NUISANCE. Every nuisance not defined by law as a public nuisance or a moral nuisance, is private.",2
A200,"The Trustee shall have all of the powers of a Trustee under the Uniform Trustee's Powers Act of the State of Idaho including any amendments thereto, and all principal and interest shall be accounted for according to the Uniform Principal and Income Act of the State of Idaho.",[No condition],"66-1202.  COMPACT ADMINISTRATOR. Pursuant to said compact, the governor is hereby authorized and empowered to designate an officer who shall be the compact administrator and who, acting jointly with like officers of other party states, shall have power to promulgate rules and regulations to carry out more effectively the terms of the compact. Said compact administrator shall serve subject to the pleasure of the governor. The compact administrator is hereby authorized, empowered and directed to cooperate with all departments, agencies and officers of and in the government of this state and its subdivisions in facilitating the proper administration of the compact or of any supplementary agreement or agreements entered into by this state thereunder.",2
A200,"The Trustee shall have all of the powers of a Trustee under the Uniform Trustee's Powers Act of the State of Idaho including any amendments thereto, and all principal and interest shall be accounted for according to the Uniform Principal and Income Act of the State of Idaho.",[No condition],"17-203.  EFFECT OF REVERSAL. When the order or decree appointing an executor, administrator or guardian is reversed on appeal for error, and not for want of jurisdiction of the court, all lawful acts in administration upon the estate, performed by such executor, administrator or guardian, if he have [has] qualified, are as valid as if such order or decree had been affirmed.",2
A235,I further provide that the person named as personal representative serve in this capacity without intervention of the Court and that such personal representative shall have the authority and power to sell at public or private sale as said personal representative deems appropriate any real or personal property of which I may die possessed.,The personal representative fulfilled all the fiduciary duty while serving the role.,"15-3-711.  POWERS OF PERSONAL REPRESENTATIVES — IN GENERAL. Until termination of his appointment a personal representative has the same power over the title to property of the estate that an absolute owner would have, in trust however, for the benefit of the creditors and others interested in the estate. This power may be exercised without notice, hearing, or order of court.",1
A235,I further provide that the person named as personal representative serve in this capacity without intervention of the Court and that such personal representative shall have the authority and power to sell at public or private sale as said personal representative deems appropriate any real or personal property of which I may die possessed.,The personal representative improperly exercised power and breach fiduciary duty while serving the role.,"15-3-712.  IMPROPER EXERCISE OF POWER — BREACH OF FIDUCIARY DUTY. If the exercise of power concerning the estate is improper, the personal representative is liable to interested persons for damage or loss resulting from breach of his fiduciary duty to the same extent as a trustee of an express trust. The rights of purchasers and others dealing with a personal representative shall be determined as provided in sections 15-3-713 and 15-3-714 of this Part.",0
A235,I further provide that the person named as personal representative serve in this capacity without intervention of the Court and that such personal representative shall have the authority and power to sell at public or private sale as said personal representative deems appropriate any real or personal property of which I may die possessed.,The personal representative fulfilled all the fiduciary duty while serving the role.,"43-2107.  PUBLICATION OF NOTICE — CONTENTS. The petition may be presented to the district court or the judge thereof, at chambers, and if it satisfactorily appears from said petition that the proceedings had and taken by the district have been substantially in accordance with the requirements of this act, the court or judge shall direct said district to publish a notice for at least four (4) consecutive weeks in three (3) newspapers published within the state of Idaho and by the court deemed most likely to give notice to the creditors of said district, one (1) of which shall be published in the county in which the office of the board of directors is situated, if there be a newspaper published in such county. The notice shall be directed to the holders (without naming them) of the bonds, coupons and warrants and other creditors (without naming them) of the district directly affected by such plan, and it shall set forth in substance:
(a)  A description, sufficient for identification, of the bonds, coupons, warrants and other claims that it is proposed to scale down or to pay or refund or otherwise settle or adjust pursuant to such plan.
(b)  The substance of the plan of settlement and when and how it is proposed to make payment to the various classes of creditors embraced in such plan.
(c)  A statement showing the approximate amount of each class of indebtedness sought to be readjusted or settled that has by the holders thereof assented to and approved such plan of settlement.
(d)  And it shall notify all holders of the bonds and warrants and other creditors of the district that will be directly affected by such plan, that have not theretofore filed their written approval of said plan with the secretary of the board, to file in said cause, within ninety (90) days from the first publication of said notice, their written dissent from or objection to said proposed plan of settlement, and that the dissent or objection so filed must be verified under oath, and describe the securities sufficiently for identification held by the creditor filing such objection, and give the address at which he may be reached by mail.
The notice shall further state that if such dissent or objection be not filed with the clerk of said court within ninety (90) days from the date of the first publication of said notice, the owners and holders of such bonds, coupons and warrants, or other creditors of the district, who have failed to file such dissent or objection, will be deemed, adjudged and decreed to have assented to said plan of settlement. The notice so published shall be deemed and held to be notice to all creditors of the proceedings taken by the district and the court under this act.",2
A235,I further provide that the person named as personal representative serve in this capacity without intervention of the Court and that such personal representative shall have the authority and power to sell at public or private sale as said personal representative deems appropriate any real or personal property of which I may die possessed.,The personal representative improperly exercised power and breach fiduciary duty while serving the role.,"28-9-402.  SECURED PARTY NOT OBLIGATED ON CONTRACT OF DEBTOR OR IN TORT. The existence of a security interest, agricultural lien, or authority given to a debtor to dispose of or use collateral, without more, does not subject a secured party to liability in contract or tort for the debtor’s acts or omissions.",2
A235,I further provide that the person named as personal representative serve in this capacity without intervention of the Court and that such personal representative shall have the authority and power to sell at public or private sale as said personal representative deems appropriate any real or personal property of which I may die possessed.,The personal representative fulfilled all the fiduciary duty while serving the role.,"62-607.  AVERAGING OF MESSAGE TELECOMMUNICATION SERVICE RATES. Each provider of message telecommunication service which is subject to the provisions of the [this] chapter, shall average its rates for such service on its routes of similar distance within the state of Idaho unless otherwise authorized by the commission. Nothing contained herein shall be construed to prohibit volume discounts, or other discounts in promotional offerings.",2
A143,"4.02 Powers of Substitute Fiduciares. Every substitute fiduciary shall have all the title, rights, powers, priviledges and duties herein conferred or imposed upon the original fiduciary without any conveyance or transfer. No substitute fiduciary shall be obliged to examine the accounts, records and acts of any previous fiduciary or any allocation of my estate or any trust estate, nor shall such substitute fiduciary be required to proceed against a previous fiduciary for any act or omission to act on the part of such previous fiduciary.",[No condition],"15-3-716.  POWERS AND DUTIES OF SUCCESSOR PERSONAL REPRESENTATIVE. A successor personal representative has the same power and duty as the original personal representative to complete the administration and distribution of the estate, as expeditiously as possible, but he shall not exercise any power expressly made personal to the executor named in the will.",1
A143,"4.02 Powers of Substitute Fiduciares. Every substitute fiduciary shall have all the title, rights, powers, priviledges and duties herein conferred or imposed upon the original fiduciary without any conveyance or transfer. No substitute fiduciary shall be obliged to examine the accounts, records and acts of any previous fiduciary or any allocation of my estate or any trust estate, nor shall such substitute fiduciary be required to proceed against a previous fiduciary for any act or omission to act on the part of such previous fiduciary.",[No condition],"58-704.  LAVA HOT SPRINGS — DESCRIPTION OF LANDS. The lands or such portion thereof as may be necessary and convenient for the location of, and for a site for such national veterans’ sanatorium or hospital, and which this act declares may be conveyed as provided in section 58-703, are particularly described as follows:
The northwest quarter (NW1/4) of the southwest quarter (SW1/4) and the lots nine (9) and ten (10) in section twenty-two (22), and the lots seven (7) and eight (8) in section twenty-one (21) in township nine (9) south of range thirty-eight (38) east of the Boise meridian in Idaho, and the waters and water rights appurtenant thereto.",2
A143,"4.02 Powers of Substitute Fiduciares. Every substitute fiduciary shall have all the title, rights, powers, priviledges and duties herein conferred or imposed upon the original fiduciary without any conveyance or transfer. No substitute fiduciary shall be obliged to examine the accounts, records and acts of any previous fiduciary or any allocation of my estate or any trust estate, nor shall such substitute fiduciary be required to proceed against a previous fiduciary for any act or omission to act on the part of such previous fiduciary.",[No condition],15-2-107.  KINDRED OF HALF BLOOD. Relatives of the half blood inherit the same share they would inherit if they were of the whole blood.,2
A143,"4.02 Powers of Substitute Fiduciares. Every substitute fiduciary shall have all the title, rights, powers, priviledges and duties herein conferred or imposed upon the original fiduciary without any conveyance or transfer. No substitute fiduciary shall be obliged to examine the accounts, records and acts of any previous fiduciary or any allocation of my estate or any trust estate, nor shall such substitute fiduciary be required to proceed against a previous fiduciary for any act or omission to act on the part of such previous fiduciary.",[No condition],"39-422.  PUBLIC HEALTH DISTRICT FUND — ESTABLISHMENT — DIVISIONS — FISCAL OFFICER — EXPENDITURES. (1) There is hereby authorized and established in the state treasury a special fund to be known as the public health district fund for which the state treasurer shall be custodian. Within the public health district fund there shall be seven (7) divisions, one (1) for each of the seven (7) public health districts. Each division within the fund will be under the exclusive control of its respective district board of health and no moneys shall be withdrawn from such division of the fund unless authorized by the district board of health or its authorized agent.
(2)  The procedure for the deposit and expenditure of moneys from the public health district fund will be in accordance with procedures established between all district boards and the state controller. All income and receipts received by the districts shall be deposited in the public health district fund.
(3)  Except for claims eligible for payment from the retained risk account established by section 67-5776, Idaho Code, claims against the divisions of the public health district fund are not claims against the state of Idaho. Claims against an individual health district are limited to that district’s division moneys and losses eligible for payment from the retained risk account established by section 67-5776, Idaho Code.",2
A221,"I recognize that the present statutes place certain limitations on this provision
and therefore in the event the court and the law in effect at the time prohibits such forfeiture, then in such event to such contesting party I give the sum of Ten Dollars ($10.00) in lieu of any other provision made for him or her under this will so that there will not be an absolute forfeiture but will be the benefit going to that person or those persons so contesting.",One or more interested person(s) contested the will without probable cause.,15-3-905.  PENALTY CLAUSE FOR CONTEST. A provision in a will purporting to penalize any interested person for contesting the will or instituting other proceedings relating to the estate is unenforceable if probable cause exists for instituting proceedings.,1
A221,"I recognize that the present statutes place certain limitations on this provision
and therefore in the event the court and the law in effect at the time prohibits such forfeiture, then in such event to such contesting party I give the sum of Ten Dollars ($10.00) in lieu of any other provision made for him or her under this will so that there will not be an absolute forfeiture but will be the benefit going to that person or those persons so contesting.",One or more interested person(s) contested the will with probable cause.,15-3-905.  PENALTY CLAUSE FOR CONTEST. A provision in a will purporting to penalize any interested person for contesting the will or instituting other proceedings relating to the estate is unenforceable if probable cause exists for instituting proceedings.,0
A221,"I recognize that the present statutes place certain limitations on this provision
and therefore in the event the court and the law in effect at the time prohibits such forfeiture, then in such event to such contesting party I give the sum of Ten Dollars ($10.00) in lieu of any other provision made for him or her under this will so that there will not be an absolute forfeiture but will be the benefit going to that person or those persons so contesting.",One or more interested person(s) contested the will without probable cause.,27-205.  MEMBERS — MEETINGS — QUORUM. Every person who acquires a lot or lots shall become a member and shall have one (1) vote. Meetings of the members shall be held at least annually at such time and place and upon such notice as may be prescribed by the bylaws. Five (5) or more members shall constitute a quorum to transact all business which the members may lawfully transact.,2
A221,"I recognize that the present statutes place certain limitations on this provision
and therefore in the event the court and the law in effect at the time prohibits such forfeiture, then in such event to such contesting party I give the sum of Ten Dollars ($10.00) in lieu of any other provision made for him or her under this will so that there will not be an absolute forfeiture but will be the benefit going to that person or those persons so contesting.",One or more interested person(s) contested the will with probable cause.,"17-203.  EFFECT OF REVERSAL. When the order or decree appointing an executor, administrator or guardian is reversed on appeal for error, and not for want of jurisdiction of the court, all lawful acts in administration upon the estate, performed by such executor, administrator or guardian, if he have [has] qualified, are as valid as if such order or decree had been affirmed.",2
A221,"I recognize that the present statutes place certain limitations on this provision
and therefore in the event the court and the law in effect at the time prohibits such forfeiture, then in such event to such contesting party I give the sum of Ten Dollars ($10.00) in lieu of any other provision made for him or her under this will so that there will not be an absolute forfeiture but will be the benefit going to that person or those persons so contesting.",One or more interested person(s) contested the will without probable cause.,"46-301.  EQUIPMENT OF ORGANIZATIONS — COMMISSIONED OFFICERS. All organizations of the national guard shall be equipped with such arms, equipment and such other supplies as may be furnished to the state under the provisions of the national defense act. The commanding officer of any organization or detachment of the national guard of this state to which such property of the United States has been issued for use in military service shall keep said property in proper repair, in good condition, and is hereby charged with the proper custody and safekeeping thereof.",2
A180,"FIFTH: That in the event my beloved wife, [Person-2], should precede me in death or in the event of our simultaneous deaths, then and in that event I do hereby devise and bequeath to my beloved children, [Person-3], [Person-4], [Person-5], [Person-6], [Person-7], and [Person-8], all and the whole of my estate, both real and personal and of whatsoever kind or character and wheresoever found, to have and hold, share and share alike.",The wife of the testator predecesed the testator. No child was born after the execution of this will.,"15-3-101.  DEVOLUTION OF ESTATE AT DEATH — RESTRICTIONS. The power of a person to leave property by will, and the rights of creditors, devisees, and heirs to his property are subject to the restrictions and limitations contained in this code to facilitate the prompt settlement of estates. Upon the death of a person, his separate property devolves to the persons to whom it is devised by his last will, or to those indicated as substitutes for them in cases involving lapse, renunciation or other circumstances affecting the devolution of testate estates, or in the absence of testamentary disposition to his heirs, or to those indicated as substitutes for them in cases involving renunciation or other circumstances affecting the devolution of intestate estates, and upon the death of a husband or wife, the decedent’s share of their community property devolves to the persons to whom it is devised by his last will, or in the absence of testamentary disposition, to the surviving spouse, but all of their community property which is under the management and control of the decedent is subject to his debts and administration, and that portion of their community property which is not under the management and control of the decedent but which is necessary to carry out the provisions of his will is subject to administration; but the devolution of all the above described property is subject to rights to homestead allowance, exempt property, to renunciation to rights of creditors, elective share of the surviving spouse and to administration.",1
A180,"FIFTH: That in the event my beloved wife, [Person-2], should precede me in death or in the event of our simultaneous deaths, then and in that event I do hereby devise and bequeath to my beloved children, [Person-3], [Person-4], [Person-5], [Person-6], [Person-7], and [Person-8], all and the whole of my estate, both real and personal and of whatsoever kind or character and wheresoever found, to have and hold, share and share alike.","A child was born after the execution of this will, but the child was mistakenly omitted from the will. The testator didn't provide for the child by transfer outside the will.","15-2-302.  PRETERMITTED CHILDREN. (a) If a testator fails to provide in his will for any of his children born or adopted after the execution of his will, the omitted child receives a share in the estate equal in value to that which he would have received if the testator had died intestate unless:
(1)  it appears from the will that the omission was intentional;
(2)  when the will was executed the testator had one (1) or more children and devised substantially all his estate to the other parent of the omitted child; or
(3)  the testator provided for the child by transfer outside the will and the intent that the transfer be in lieu of a testamentary provision is shown by statements of the testator or from the amount of the transfer or other evidence.
(b)  If at the time of execution of the will the testator fails to provide in his will for a living child solely because he believes the child to be dead, the child receives a share in the estate equal in value to that which he would have received if the testator had died intestate.
(c)  In satisfying a share provided by this section, the devises made by the will abate as provided in section 15-3-902 of this code.",0
